# compiler: R8
# compiler_version: 8.1.56
# min_api: 29
# common_typos_disable
# {"id":"com.android.tools.r8.mapping","version":"2.2"}
# pg_map_id: 296265e
# pg_map_hash: SHA-256 296265ed71b8b48ae7069370639d13d94e14e38e210132485b19eea49adb790b
_COROUTINE.ArtificialStackFrames -> a.b:
    71:78:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    71:78:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    71:78:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    79:87:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collectWithContextUndispatched(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext,kotlin.coroutines.Continuation):0:0 -> collect
    79:87:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    79:87:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    79:87:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    88:97:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> collect
    88:97:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    88:97:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    0:26:java.lang.String kotlinx.coroutines.flow.internal.ChannelFlowOperator.toString():0:0 -> d
    0:4:java.lang.String toString():0:0 -> toString
      # {"id":"com.android.tools.r8.synthesized"}
kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2 -> q0.i:
    java.lang.Object L$1 -> h
    java.lang.Object L$2 -> i
    int I$0 -> j
    int I$1 -> k
    int label -> l
    java.lang.Object L$0 -> m
    kotlinx.coroutines.flow.Flow[] $flows -> n
    kotlin.jvm.functions.Function0 $arrayFactory -> o
    kotlin.jvm.functions.Function3 $transform -> p
    kotlinx.coroutines.flow.FlowCollector $this_combineInternal -> q
    0:12:void <init>(kotlinx.coroutines.flow.Flow[],kotlin.jvm.functions.Function0,kotlin.jvm.functions.Function3,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/e;Lf0/a;Lf0/q;Lp0/h;[Lp0/g;)V"}
    0:17:kotlin.coroutines.Continuation create(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> create
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Lx/e;"}
    4:16:java.lang.Object kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2.invoke(kotlinx.coroutines.CoroutineScope,kotlin.coroutines.Continuation):0:0 -> invoke
    4:16:java.lang.Object invoke(java.lang.Object,java.lang.Object):0 -> invoke
    88:90:java.lang.Object kotlinx.coroutines.channels.ChannelResult.unbox-impl():0:0 -> invokeSuspend
    88:90:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
      # {"id":"com.android.tools.r8.rewriteFrame","conditions":["throws(Ljava/lang/NullPointerException;)"],"actions":["removeInnerFrames(1)"]}
    91:105:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
    106:109:void kotlin.collections.ArraysKt___ArraysJvmKt.fill$default(java.lang.Object[],java.lang.Object,int,int,int,java.lang.Object):0:0 -> invokeSuspend
    106:109:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    110:177:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
    178:183:java.lang.Object kotlinx.coroutines.channels.ChannelResult.getOrNull-impl(java.lang.Object):0:0 -> invokeSuspend
    178:183:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    184:211:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
    212:217:java.lang.Object kotlinx.coroutines.channels.ChannelResult.getOrNull-impl(java.lang.Object):0:0 -> invokeSuspend
    212:217:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    218:257:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
    258:262:java.lang.Object[] kotlin.collections.ArraysKt___ArraysJvmKt.copyInto$default(java.lang.Object[],java.lang.Object[],int,int,int,int,java.lang.Object):0:0 -> invokeSuspend
    258:262:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    263:287:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1 -> q0.h:
    int label -> h
    kotlinx.coroutines.flow.Flow[] $flows -> i
    int $i -> j
    java.util.concurrent.atomic.AtomicInteger $nonClosed -> k
    kotlinx.coroutines.channels.Channel $resultChannel -> l
    0:12:void <init>(kotlinx.coroutines.flow.Flow[],int,java.util.concurrent.atomic.AtomicInteger,kotlinx.coroutines.channels.Channel,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"([Lp0/g;ILjava/util/concurrent/atomic/AtomicInteger;Lo0/j;Lx/e;)V"}
    0:15:kotlin.coroutines.Continuation create(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> create
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Lx/e;"}
    4:16:java.lang.Object kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1.invoke(kotlinx.coroutines.CoroutineScope,kotlin.coroutines.Continuation):0:0 -> invoke
    4:16:java.lang.Object invoke(java.lang.Object,java.lang.Object):0 -> invoke
    55:57:boolean kotlinx.coroutines.channels.SendChannel$DefaultImpls.close$default(kotlinx.coroutines.channels.SendChannel,java.lang.Throwable,int,java.lang.Object):0:0 -> invokeSuspend
    55:57:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    58:67:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
    68:70:boolean kotlinx.coroutines.channels.SendChannel$DefaultImpls.close$default(kotlinx.coroutines.channels.SendChannel,java.lang.Throwable,int,java.lang.Object):0:0 -> invokeSuspend
    68:70:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    71:71:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1$1 -> q0.g:
    kotlinx.coroutines.channels.Channel $resultChannel -> h
    int $i -> i
    0:7:void <init>(kotlinx.coroutines.channels.Channel,int):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lo0/j;I)V"}
    80:83:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0:0 -> emit
    80:83:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Ljava/lang/Object;"}
    84:93:void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0:0 -> emit
    84:93:void kotlinx.coroutines.JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0 -> emit
    84:93:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0 -> emit
    84:93:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    94:107:void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlinx.coroutines.Job):0:0 -> emit
    94:107:void kotlinx.coroutines.JobKt.ensureActive(kotlinx.coroutines.Job):0 -> emit
    94:107:void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0 -> emit
    94:107:void kotlinx.coroutines.JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0 -> emit
    94:107:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0 -> emit
    94:107:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    108:131:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0:0 -> emit
    108:131:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    132:139:void kotlinx.coroutines.internal.DispatchedContinuation.dispatchYield$kotlinx_coroutines_core(kotlin.coroutines.CoroutineContext,java.lang.Object):0:0 -> emit
    132:139:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0 -> emit
    132:139:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    140:148:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0:0 -> emit
    140:148:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    149:155:void kotlinx.coroutines.internal.DispatchedContinuation.dispatchYield$kotlinx_coroutines_core(kotlin.coroutines.CoroutineContext,java.lang.Object):0:0 -> emit
    149:155:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0 -> emit
    149:155:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    156:159:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0:0 -> emit
    156:159:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    160:163:boolean kotlinx.coroutines.internal.DispatchedContinuationKt.yieldUndispatched(kotlinx.coroutines.internal.DispatchedContinuation):0:0 -> emit
    160:163:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0 -> emit
    160:163:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    164:176:boolean kotlinx.coroutines.EventLoop.isUnconfinedQueueEmpty():0:0 -> emit
    164:176:boolean kotlinx.coroutines.internal.DispatchedContinuationKt.yieldUndispatched(kotlinx.coroutines.internal.DispatchedContinuation):0 -> emit
    164:176:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0 -> emit
    164:176:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    177:221:boolean kotlinx.coroutines.internal.DispatchedContinuationKt.yieldUndispatched(kotlinx.coroutines.internal.DispatchedContinuation):0:0 -> emit
    177:221:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0 -> emit
    177:221:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
    222:238:java.lang.Object kotlinx.coroutines.YieldKt.yield(kotlin.coroutines.Continuation):0:0 -> emit
    222:238:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1$1$emit$1 -> q0.f:
    java.lang.Object result -> h
    kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1$1 this$0 -> i
    int label -> j
    0:5:void <init>(kotlinx.coroutines.flow.internal.CombineKt$combineInternal$2$1$1,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lq0/g;Lx/e;)V"}
    0:16:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.internal.DownstreamExceptionContext -> q0.j:
    java.lang.Throwable e -> h
    kotlin.coroutines.CoroutineContext $$delegate_0 -> i
    0:7:void <init>(java.lang.Throwable,kotlin.coroutines.CoroutineContext):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/j;Ljava/lang/Throwable;)V"}
    0:6:kotlin.coroutines.CoroutineContext plus(kotlin.coroutines.CoroutineContext):0:0 -> G
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/j;)Lx/j;"}
    0:6:kotlin.coroutines.CoroutineContext minusKey(kotlin.coroutines.CoroutineContext$Key):0:0 -> M
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/i;)Lx/j;"}
    0:6:kotlin.coroutines.CoroutineContext$Element get(kotlin.coroutines.CoroutineContext$Key):0:0 -> l
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/i;)Lx/h;"}
    0:6:java.lang.Object fold(java.lang.Object,kotlin.jvm.functions.Function2):0:0 -> m
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lf0/p;)Ljava/lang/Object;"}
kotlinx.coroutines.flow.internal.FlowCoroutine -> q0.k:
    0:4:boolean childCancelled(java.lang.Throwable):0:0 -> t
kotlinx.coroutines.flow.internal.NoOpContinuation -> q0.l:
    kotlinx.coroutines.flow.internal.NoOpContinuation INSTANCE -> h
    0:7:void <clinit>():0:0 -> <clinit>
    0:2:kotlin.coroutines.CoroutineContext getContext():0:0 -> getContext
      # {"id":"com.android.tools.r8.residualsignature","signature":"()Lx/j;"}
    0:0:void resumeWith(java.lang.Object) -> resumeWith
kotlinx.coroutines.flow.internal.SafeCollector -> q0.m:
    kotlinx.coroutines.flow.FlowCollector collector -> h
    kotlin.coroutines.CoroutineContext collectContext -> i
    int collectContextSize -> j
    kotlin.coroutines.CoroutineContext lastEmissionContext -> k
    kotlin.coroutines.Continuation completion -> l
    0:30:void <init>(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/j;)V"}
    4:13:void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0:0 -> a
    4:13:void kotlinx.coroutines.JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0 -> a
    4:13:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/e;Ljava/lang/Object;)Ljava/lang/Object;"}
    14:27:void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlinx.coroutines.Job):0:0 -> a
    14:27:void kotlinx.coroutines.JobKt.ensureActive(kotlinx.coroutines.Job):0 -> a
    14:27:void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0 -> a
    14:27:void kotlinx.coroutines.JobKt.ensureActive(kotlin.coroutines.CoroutineContext):0 -> a
    14:27:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
    28:31:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0:0 -> a
    32:36:void kotlinx.coroutines.flow.internal.SafeCollector.checkContext(kotlin.coroutines.CoroutineContext,kotlin.coroutines.CoroutineContext,java.lang.Object):0:0 -> a
    32:36:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
    37:59:void kotlinx.coroutines.flow.internal.SafeCollector_commonKt.checkContext(kotlinx.coroutines.flow.internal.SafeCollector,kotlin.coroutines.CoroutineContext):0:0 -> a
    37:59:void kotlinx.coroutines.flow.internal.SafeCollector.checkContext(kotlin.coroutines.CoroutineContext,kotlin.coroutines.CoroutineContext,java.lang.Object):0 -> a
    37:59:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
    60:62:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0:0 -> a
    63:101:void kotlinx.coroutines.flow.internal.SafeCollector_commonKt.checkContext(kotlinx.coroutines.flow.internal.SafeCollector,kotlin.coroutines.CoroutineContext):0:0 -> a
    63:101:void kotlinx.coroutines.flow.internal.SafeCollector.checkContext(kotlin.coroutines.CoroutineContext,kotlin.coroutines.CoroutineContext,java.lang.Object):0 -> a
    63:101:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
    102:103:void kotlinx.coroutines.flow.internal.SafeCollector.checkContext(kotlin.coroutines.CoroutineContext,kotlin.coroutines.CoroutineContext,java.lang.Object):0:0 -> a
    102:103:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
    104:146:void kotlinx.coroutines.flow.internal.SafeCollector.exceptionTransparencyViolated(kotlinx.coroutines.flow.internal.DownstreamExceptionContext,java.lang.Object):0:0 -> a
    104:146:void kotlinx.coroutines.flow.internal.SafeCollector.checkContext(kotlin.coroutines.CoroutineContext,kotlin.coroutines.CoroutineContext,java.lang.Object):0 -> a
    104:146:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
    147:148:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0:0 -> a
    149:152:kotlin.jvm.functions.Function3 kotlinx.coroutines.flow.internal.SafeCollectorKt.access$getEmitFun$p():0:0 -> a
    149:152:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0 -> a
    153:173:java.lang.Object emit(kotlin.coroutines.Continuation,java.lang.Object):0:0 -> a
    0:29:java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> emit
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Ljava/lang/Object;"}
    0:10:kotlin.coroutines.jvm.internal.CoroutineStackFrame getCallerFrame():0:0 -> getCallerFrame
      # {"id":"com.android.tools.r8.residualsignature","signature":"()Lz/d;"}
    0:6:kotlin.coroutines.CoroutineContext getContext():0:0 -> getContext
      # {"id":"com.android.tools.r8.residualsignature","signature":"()Lx/j;"}
    0:1:java.lang.StackTraceElement getStackTraceElement():0:0 -> getStackTraceElement
    0:26:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
    0:3:void releaseIntercepted():0:0 -> releaseIntercepted
kotlinx.coroutines.flow.internal.SafeCollectorKt -> q0.o:
    kotlin.jvm.functions.Function3 emitFun -> a
    0:8:void <clinit>():0:0 -> <clinit>
kotlinx.coroutines.flow.internal.SafeCollectorKt$emitFun$1 -> q0.n:
    kotlinx.coroutines.flow.internal.SafeCollectorKt$emitFun$1 INSTANCE -> h
    0:7:void <clinit>():0:0 -> <clinit>
    0:12:void <init>():0:0 -> <init>
    4:8:java.lang.Object kotlinx.coroutines.flow.internal.SafeCollectorKt$emitFun$1.invoke(kotlinx.coroutines.flow.FlowCollector,java.lang.Object,kotlin.coroutines.Continuation):0:0 -> invoke
    4:8:java.lang.Object invoke(java.lang.Object,java.lang.Object,java.lang.Object):0 -> invoke
kotlinx.coroutines.flow.internal.SafeCollector_commonKt$checkContext$result$1 -> q0.p:
    kotlinx.coroutines.flow.internal.SafeCollector $this_checkContext -> h
    0:6:void <init>(kotlinx.coroutines.flow.internal.SafeCollector):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lq0/m;)V"}
    8:47:java.lang.Integer kotlinx.coroutines.flow.internal.SafeCollector_commonKt$checkContext$result$1.invoke(int,kotlin.coroutines.CoroutineContext$Element):0:0 -> invoke
